"frame_axle_mount_inset","frame_underbody_length","frame_underbody_width","offload_generator_height","offload_generator_length","offload_generator_width","running_gear_back_mount_inset","running_gear_front_mount_inset","running_gear_drive_gear_radius","running_gear_track_width","running_gear_road_wheel_radius","running_gear_wheel_radius","winch_stowed_width","back_deck_overhang_in","running_gear_contact_patch_area_in2","smet_fcc_length_in","smet_fcc_ctoc_turning_diameter_in"
15,104,39,25.7557166228071,14.847509553656,29.2735512042418,7,14,3,14,5,12,2.01221648813225,0,1992.816,106.012216488132,211.370704319966
2,61,43,37.3228483530693,12.4201402626932,13.6457636859268,20,16,1,14,1,12,7.24225464230403,18,1596,93,198.380137111325
1,52,22,30.8643666608259,24.8182590072975,15.5299509991892,15,16,2,15,3,11,7.26376594463363,14,1457.58,81,150.736962378356
10,36,56,36.3028170960024,39.2806583712809,33.4005090617575,15,5,3,15,1,14,7.80301862815395,5,564.84,48.8030186281539,176.755827961074
9,131,28,26.4014250203036,32.3957412084565,18.5923817916773,11,11,1,14,5,14,7.87315704347566,2,3005.632,140.873157043476,237.525534975083
13,70,19,25.171934843529,32.6458093104884,12.2782550379634,13,13,1,14,2,13,3.87570928619243,0,1192.408,73.8757092861924,134.328526892953
9,124,43,12.9889390827157,16.42677991651,17.1656649932265,7,16,1,15,4,13,5.43256733915769,0,3052.74,131,261.882360242114
13,42,29,21.6824860661291,24.5196999330074,35.4964529490098,17,9,2,14,2,18,2.82653874182142,4,448,48.8265387418214,119.755827961074
14,97,58,37.33928471338,33.1015454418957,24.1032671253197,13,13,3,15,5,17,4.4170494149439,0,1985.16,101.417049414944,246.197008082131
11,126,25,20.5476853414439,29.8513624980114,11.1806806642562,15,16,1,15,4,11,3.54963392787613,4,2992.74,135,223.412881746979
4,47,55,22.2743698977865,10.4731842922047,15.1539488392882,6,16,1,14,2,20,8.24591693398543,2,1052.408,61,200.154830655117
10,78,34,36.0213352064602,28.1793991476297,39.677705205977,7,12,3,14,1,12,2.98831185442396,0,1703.184,80.988311854424,181.614876358892
14,122,29,11.2478092312813,33.8320102123544,25.0044977571815,8,7,1,15,5,12,3.76421235082671,0,2650.32,125.764212350827,219.065489271308
10,66,40,13.6377209145576,26.7086892877705,32.9219578718767,15,10,3,14,4,11,6.30029878206551,5,1248.408,77.3002987820655,178.798005388087
10,75,54,17.9568502958864,38.5273369331844,11.9090459286235,19,12,1,15,1,15,3.00366442021914,9,1650,87.0036644202191,220.910658616191
4,82,36,32.9880801355466,31.9615514297038,26.4749830658548,12,15,2,15,2,20,2.76671179779805,8,2220,101,208.370704319966
15,79,35,22.1490487665869,18.4053706284612,26.175203921739,15,20,1,14,1,11,5.05717957974412,0,1372,84.0571795797441,172.502223130788
15,131,20,18.7146509811282,18.7255773297511,27.5890715140849,16,18,3,14,4,19,5.45193446404301,1,2788.408,137.451934464043,206.708664004278
4,77,44,12.7155143744312,16.5805046982132,11.9028783706017,6,11,3,15,3,19,4.8662367023062,2,2070,86,218.197008082131
2,95,19,35.2800671686418,33.0166285554878,37.4999816669151,19,18,1,15,5,20,7.47609525290318,17,2560.32,128,195.361271528607
13,61,31,27.8815342974849,26.2589361378923,12.7762213908136,5,7,1,14,5,17,6.983224125579,0,821.632,67.983224125579,147.215873664849
15,57,55,23.4434986161068,33.653493206948,10.6375731737353,16,5,2,15,4,20,6.04637250374071,1,725.16,64.0463725037407,188.337959684312
7,76,50,18.7104017753154,36.6999807953835,31.8059564568102,15,5,2,15,5,18,3.12881569704041,8,1732.74,87.1288156970404,221.553833349161
2,89,33,36.7421107972041,20.3979003964923,29.1163134202361,13,16,2,14,2,14,7.11767516308464,11,2380,114,212.952836043204
14,67,52,14.0700620645657,31.8364594108425,23.8347677979618,8,12,1,15,1,15,7.70369735732675,0,1170,74.7036973573267,197.154830655117
6,108,45,22.6336581655778,14.0525937802158,24.5162970339879,9,6,2,15,4,20,3.86445992998779,3,2795.16,114.864459929988,253.534967766443
9,93,17,26.7680076393299,18.0829574260861,23.3699184912257,9,9,2,14,1,12,7.69867949420586,0,2139.592,100.698679494206,168.605443567533
5,81,43,18.718944254797,10.7824336807244,31.5551605122164,10,12,2,14,3,15,6.64318221854046,5,1948.408,93,215.666486577265
4,83,37,37.0811253366992,29.2669267416932,34.6576014254242,8,6,2,14,1,11,3.74574635364115,4,2139.592,90.7457463536412,208.605443567533
11,65,49,30.5333719123155,35.0414312281646,17.14813322993,20,15,1,14,2,16,4.25636912230402,9,1164.408,78.256369122304,193.093787645386
13,105,21,14.6794632845558,29.2039767559618,13.2548799808137,9,7,1,14,2,12,2.5228725685738,0,2172.408,107.522872568574,181.544400557802
6,45,47,25.3933886159211,21.1832098523155,24.7680857311934,20,13,1,15,4,19,2.7477905950509,14,862.74,66,179.746395169715
7,56,48,12.409529639408,30.9789373585954,17.2619348322041,20,5,3,15,3,11,6.74575223610736,13,1260,75.7457522361074,192.859048397819
4,54,40,32.8072051750496,12.0773352938704,39.394493913278,17,18,1,15,3,17,5.21339221834205,13,1295.16,81,181.798005388087
7,79,31,16.122078045737,13.7647455977276,12.057684159372,15,5,2,15,5,13,4.81273805093952,8,1822.74,91.8127380509395,187.258051091862
15,84,29,23.7612669728696,31.6534035070799,27.2364090150222,8,16,1,14,1,12,2.84644967876375,0,1512,86.8464496787637,166.675919368624
14,51,30,19.1262224386446,24.1569824330509,16.4269399619661,5,10,2,14,1,16,4.18477807287127,0,683.592,55.1847780728713,130.399002694044
5,73,28,14.5148874656297,20.3440052689984,26.0367164481431,14,12,2,14,1,18,8.74237650539726,9,1803.592,90.7423765053973,175.788572596728
12,87,40,23.6617700383067,39.5965381665155,13.8788771396503,11,17,2,14,1,19,4.37438685260713,0,1803.592,92,199.788572596728
14,108,52,20.5100837117061,21.8758439924568,25.5536499829032,16,14,3,14,3,15,3.63939940393902,2,2240,113.639399403939,244.779139805369
9,36,30,13.508716719225,22.3476841836236,31.1211498966441,9,6,1,15,3,19,7.10455308645032,0,455.16,43.1045530864503,127.225306456208
5,83,57,23.4965679165907,12.8131849621423,15.5093416315503,7,18,3,15,3,16,4.66656885412522,2,2190,98,249.135965072399
12,114,19,29.1089217690751,22.0545348594896,16.7130886227824,15,13,3,15,1,14,2.93532678694464,3,2784.84,119.935326786945,194.12653228104
11,124,42,12.4751299270429,19.2382334289141,36.0352199687622,20,19,1,15,2,15,6.23166839010082,9,3017.58,141,254.943403251845
3,49,48,30.6775134545751,12.3549260105938,33.3436041814275,16,17,3,15,3,11,6.58963929815218,13,1290,76,194.093787645386
11,84,24,31.9551919749938,37.9578899336047,32.11527378764,18,11,3,14,3,11,2.33572278614156,7,1736,93.3357227861416,166.553833349161
12,103,48,16.5321822441183,21.576637220569,17.5990210031159,20,14,1,14,3,13,5.849279723363,8,2132.816,116.849279723363,235.544400557802
4,121,40,25.3958226228133,24.7465206170455,18.522638224531,6,10,1,15,1,14,7.42844257992692,2,3390,130.428442579927,264.525534975083
10,100,30,15.383449322544,20.3094574529678,23.1762956408784,13,14,3,14,4,20,6.42875755229034,3,2200.408,109.42875755229,200.779139805369
14,88,46,33.2937955809757,27.8012255299836,10.2875706856139,20,20,3,15,4,18,4.9123219891917,6,1757.58,100,211.084354854027
2,126,49,11.3773319590837,37.0194820337929,25.1256852969527,9,20,2,15,4,13,4.1533766258508,7,3575.16,151,293.638188203187
12,64,35,12.3381674010307,12.2414210368879,37.0508804894052,13,15,3,14,3,14,4.67421284224838,1,1120,69.6742128422484,161.389569902684
5,39,36,35.6168501311913,12.8837617323734,32.0062341052108,16,19,2,14,3,18,7.82038719137199,11,772.408,64,149.807438179446
7,131,40,27.7532787807286,30.4295694036409,31.6502891411074,9,15,3,15,2,18,4.6377970802132,2,3552.42,141,269.464491965352
1,100,29,22.6750546810217,25.0873771356419,10.9113624528982,10,14,3,15,4,18,8.54397820774466,9,2897.58,122,224.004446261577
8,101,42,27.3039704724215,13.391767279245,39.2522702133283,7,8,1,14,3,17,2.45063362061046,0,2300.816,103.45063362061,230.952836043204
5,37,31,22.3343161167577,13.1081737647764,22.0648335851729,8,13,2,14,1,15,4.42094252351671,3,795.592,48,137.337959684312
4,92,26,35.1960329595022,32.0083502773196,27.7363347983919,19,6,3,14,2,14,7.52265345002525,15,2391.592,114.522653450025,197.718096795637
7,74,45,24.2318155267276,19.9918869021349,34.6522749285214,17,20,1,15,3,14,6.26235591969453,10,1715.16,97,209.084354854027
8,106,16,36.6684075002559,10.5753011233173,33.4128636517562,6,8,1,14,4,14,6.26708393986337,0,2401.224,112.267083939863,185.12653228104
7,81,26,27.8253387636505,27.5516513246112,24.0288817929104,8,18,2,14,1,18,4.48817411577329,1,1915.592,93,176.727529586996
10,92,42,10.0231720297597,38.9310034457594,11.798414173536,11,6,2,15,5,18,7.46834500087425,1,2032.74,100.468345000874,217.901225824832
5,43,42,18.0342203052714,21.5082911751233,37.0879367575981,5,11,1,14,5,16,2.85479839704931,0,765.632,49,166.746395169715
4,104,38,25.5656056152657,35.8517467579804,17.810613962356,9,13,3,15,4,20,7.57645475305617,5,2837.58,118,239.534967766443
12,95,55,23.7694799597375,32.5462168711238,15.8135505625978,8,6,1,14,4,15,2.99600385688245,0,1869.224,97.9960038568825,239.666486577265
3,80,26,18.4587314166129,11.3088338449597,39.7255683597177,11,20,3,15,5,16,8.73040509899147,8,2135.16,105,188.370704319966
14,128,24,28.4442585287616,13.3521744376048,20.6107460311614,15,6,3,14,5,17,2.13290512748063,1,2720.816,131.132905127481,213.473924756711
4,110,46,29.5328712300397,23.2911336305551,22.927762537729,6,11,1,15,4,14,3.17493874998763,2,2932.74,119,262.943403251845
4,50,56,19.3185139144771,11.9703423464671,13.5959346196614,19,19,3,15,4,19,2.63278824323788,15,1217.58,80,208.859048397819
4,93,46,33.0373897962272,21.478524885606,29.8185083153658,15,7,2,14,5,16,2.3407307236921,11,2261.224,107,238.952836043204
2,67,45,25.7332899747416,29.1480205464177,38.6218535155058,20,10,3,15,5,12,3.54188911616802,18,1805.16,93,212.788572596728
8,111,34,37.5446781446226,17.8546531870961,18.5739839891903,18,7,3,14,5,16,8.79075979813933,10,2580.816,129.790759798139,227.300228518875
1,34,41,17.6253434969112,39.3554139812477,36.7589637311175,13,17,2,14,5,18,3.98950806888752,12,777.224,62,163.511655922148
4,125,23,18.7487516365945,37.0581254712306,39.1889379988424,8,9,1,14,5,20,8.27983481623232,4,3117.632,137.279834816232,232.464491965352
10,113,57,10.0561532960273,30.9764081193134,16.3634802168235,16,8,3,15,3,14,8.58951727370732,6,2790,127.589517273707,273.830750023741
6,114,58,28.2142941700295,25.2876402554102,34.4014241313562,15,15,2,15,2,20,6.80652050068602,9,3060,132,286.943403251845
8,101,38,36.1413770518266,22.3788500204682,26.2017440865748,13,9,3,15,3,17,8.43296765140258,5,2550,114.432967651403,225.952836043204
11,51,19,17.4331351765431,39.2975466279313,25.3456536494195,18,19,1,14,2,17,6.66463599330746,7,772.408,66,115.807438179446
11,64,53,30.7314433180727,14.0333879343234,22.0137241482735,11,10,2,15,5,17,4.6664172031451,0,1132.74,68.6664172031451,202.859048397819
13,55,53,12.750571090728,29.4276388105936,13.1636684737168,18,7,3,14,5,12,5.89169452292845,5,732.816,65.8916945229284,183.807438179446
3,129,49,27.4880100833252,39.2635096050799,16.3388325949199,15,14,2,15,4,15,5.42286337469704,12,3605.16,152,294.872927450755
6,116,45,11.5754057117738,37.6078177569434,11.2306300457567,5,20,1,15,1,17,2.80549910780974,0,3120,130,263.412881746979
10,96,33,14.2070171236992,21.8038461124524,34.7533493721858,5,9,2,14,5,11,6.19958137301728,0,2009.224,102.199581373017,201.8401828151
14,34,50,33.8675414351746,17.6880161184818,27.0299821929075,5,11,2,15,4,13,8.0540836318396,0,95.16,42.0540836318396,152.408435485403
15,65,50,18.2518801558763,31.277170041576,34.4233179837465,13,8,1,14,3,19,8.71904006018303,0,900.816,73.719040060183,185.215873664849
10,59,16,14.7375628794543,36.0467440658249,11.0548512125388,20,14,1,14,4,20,3.89556321548298,10,973.224,73,122.154830655117
14,127,22,33.7550392863341,19.7384292073548,14.2275115405209,19,19,1,15,3,13,3.9022648432292,5,2885.16,137,211.239185509144
3,34,48,23.6217874870636,24.1412310977466,30.6777026131749,14,13,1,15,3,17,8.15507703856565,11,755.16,55,175.572698931879
11,65,42,17.335256759543,17.2308909799904,15.8714579814114,11,10,1,15,4,13,6.02038344088942,0,1162.74,71.0203834408894,182.093787645386
12,118,55,38.2691211183555,27.8220257745124,11.0932543338276,15,19,3,15,3,15,3.82661779341288,3,2820,128,271.065489271308
8,58,55,33.0658497801051,28.0453910538927,15.6687985314056,10,12,2,15,4,12,2.13550448929891,2,1175.16,64,206.859048397819
10,53,43,31.9823780772276,21.6189880925231,14.117794027552,18,15,3,15,5,11,5.68331758165732,8,905.16,66.6833175816573,171.746395169715
12,41,21,14.8453072994016,15.3983213962056,27.59480942972,10,20,3,14,3,11,2.69377877376974,0,476,49,104.990567208641
4,49,27,12.1720181661658,24.7332879737951,32.5886206747964,15,20,1,14,5,17,7.6174388770014,11,989.632,76,146.624309150252
7,57,49,12.8650130215101,39.1008305409923,18.2859834097326,15,11,3,14,2,11,2.78801580891013,8,1243.592,69,193.093787645386
1,62,53,36.0334726492874,36.2702792254277,25.4722311161458,20,17,2,14,3,16,4.15406857174821,19,1640.408,97,222.084354854027
3,43,19,20.0000349851325,35.9582076710649,28.3670044410974,19,20,1,14,2,11,3.56028679967858,16,996.408,76,125.685352159983
9,39,46,13.7049822858535,37.8376541589387,33.8089628075249,13,16,1,15,4,20,2.43483463395387,4,502.74,50,162.929524198909
11,75,38,29.5316475071013,30.9873983031139,19.8678723629564,10,13,2,14,2,11,4.53138890815899,0,1484,79.531388908159,183.441180121057
10,49,29,31.30405488424,23.0954372580163,18.4576885541901,5,13,3,15,1,11,4.76771598495543,0,954.84,53.7677159849554,138.807438179446
7,37,40,18.8379129371606,29.2793410597369,26.7546505038626,7,11,1,14,2,20,4.14510622178204,0,604.408,41.145106221782,150.399002694044
12,89,30,37.7441875077784,18.6931664100848,35.1575552951545,18,18,1,14,2,15,3.13016042602248,6,1780.408,101,182.258051091862
15,123,43,10.3963474417105,24.9386782338843,31.532581334468,15,14,3,15,3,16,7.9028381544631,0,2790,130.902838154463,245.830750023741
7,122,58,25.0640938500874,16.4402413647622,27.8688910836354,11,13,3,15,5,13,6.53804912371561,4,3155.16,132.538049123716,294.351838737248
9,52,44,18.8022987893783,21.215312241111,17.8492971300147,9,5,1,15,5,14,3.20349251013249,0,850.32,55.2034925101325,174.981134417282
14,61,16,25.9528417186812,11.8931275210343,31.1230007535778,5,7,2,15,3,18,3.67160982894711,0,947.58,64.6716098289471,117.746395169715
11,103,39,37.8458968526684,20.7427460164763,22.0595860178582,5,12,3,14,4,20,3.87802819604985,0,2228.408,106.87802819605,220.013879052936
15,68,20,26.2555360188708,13.8427031296305,32.45574435452,8,17,2,14,3,15,3.01182303042151,0,1024.408,71.0118230304215,128.92009140755
3,49,26,26.9589213468134,28.6100905644707,35.8533932222053,13,7,2,15,3,12,6.02939378889278,10,1247.58,65.0293937888928,150.093787645386
1,120,22,37.6087322505191,27.5421371310949,36.4851627033204,14,8,1,14,1,14,4.89954496221617,13,3304,140,231.699231212919
2,67,28,39.0315642813221,18.2423169002868,12.4649915262125,14,12,2,15,1,12,7.41655081277713,12,1932.42,89,178.788572596728
1,69,49,26.1166263348423,39.1571581386961,24.7665582830086,19,10,1,14,2,13,3.68634255183861,18,1836.408,96,222.727529586996
2,41,35,32.8115853690542,14.3410045700148,32.0195441134274,8,5,1,14,3,20,6.53420227090828,6,956.816,53.5342022709083,157.685352159983
13,47,42,33.1863129558042,15.0783494161442,17.0546239707619,5,15,3,14,2,11,8.36201878311113,0,627.592,55.3620187831111,151.929524198909
2,99,19,12.9217892885208,23.1471575750038,30.6096520926803,13,6,3,14,3,13,7.53454606630839,11,2660,117.534546066308,197.300228518875
6,44,52,13.1649905373342,13.5538909723982,17.5111838057637,10,16,2,14,2,17,2.82676151627675,4,896,58,185.511655922148
8,125,29,29.2664990969934,36.2378716934472,12.7790707768872,14,13,1,15,1,18,2.68633350566961,6,3270,136,237.586577984815
12,119,36,11.0080105112866,13.4082375164144,21.4171148650348,5,9,3,14,4,20,7.43792856158689,0,2620.408,126.437928561587,231.300228518875
15,82,54,15.1322942972183,14.7163166338578,31.2371719907969,13,8,3,14,1,18,5.87026266264729,0,1535.184,87.8702626626473,214.20644087349
4,117,29,10.1026682974771,21.2017244356684,10.7449342263862,13,6,1,15,5,19,6.59478859114461,9,3100.32,132.594788591145,237.586577984815
9,65,30,33.5303017497063,10.1037151901983,13.3435306558385,18,5,1,15,2,20,2.79291838873178,9,1367.58,76.7929183887318,163.032744635654
1,92,55,23.5359328542836,30.8942395960912,36.3354014093056,9,15,3,14,2,19,3.63834562129341,8,2559.592,114,263.12653228104
7,69,49,37.4775579106063,21.071513260249,23.1112598883919,8,7,2,15,4,14,4.6149179332424,1,1565.16,74.6149179332424,210.910658616191
15,88,26,10.5715448153205,28.6005184589885,37.748455258552,14,6,2,15,1,11,6.80489277397282,0,1782.42,94.8048927739728,168.614876358892
13,113,22,13.0952058220282,29.4050102075562,36.2401641858742,7,13,2,15,4,17,4.97018821910024,0,2525.16,117.9701882191,196.422314538339
7,124,58,34.1972425766289,27.7721761655994,24.8883612081409,6,17,3,14,1,20,4.15803614165634,0,3159.184,134,293.821317232382
11,58,37,23.13741204096,18.0028996476904,25.2498624590226,5,9,2,15,2,15,8.85871132998727,0,1080,66.8587113299873,163.450612912416
9,43,25,30.6411240086891,12.1934040123597,29.9222514871508,18,15,3,15,4,16,4.46608317317441,9,707.58,58,125.868481189178
7,46,39,10.982657300774,10.4200580436736,33.3408711361699,10,7,1,15,5,14,8.69687469373457,3,790.32,57.6968746937346,162.511655922148
11,54,35,37.6386055420153,22.0302997459657,38.0259363888763,8,14,1,14,4,14,7.3874298739247,0,777.224,61.3874298739247,151.511655922148
12,126,54,24.3423843896016,39.659457069356,17.6863853004761,7,7,3,15,2,16,6.14515424077399,0,3102.42,132.145154240774,278.943403251845
5,47,50,21.8625708995387,19.1972712846473,25.8767591486685,15,18,1,15,3,15,3.46601488976739,10,1025.16,70,190.685352159983
5,82,47,29.493563673459,28.7359043490142,26.7667946941219,9,15,1,15,1,13,4.2309318673797,4,2160,96,227.901225824832
5,119,52,39.84974877676,31.8235482694581,19.5792721700855,19,12,2,14,1,19,3.97540578758344,14,3091.592,140,280.586577984815
13,50,50,10.6653935555369,16.3658125442453,28.7137636356056,19,17,1,14,1,16,7.28805221803486,6,672,63.2880522180349,171.633741941611
10,126,40,12.1895244414918,19.535327940248,30.787403229624,17,18,2,14,5,19,6.91871960577555,7,2849.224,141,252.882360242114
13,100,33,17.1452992176637,31.2058583740145,22.2744938731194,15,19,3,14,5,15,5.14674193202518,2,1992.816,108,199.370704319966
6,78,30,17.9155561514199,39.3506530253217,22.3177471267991,13,16,1,14,2,13,7.11967428540811,7,1808.408,95,183.492790339429
6,124,21,29.3133298866451,12.7386697521433,25.1191078778356,14,8,2,14,1,16,4.91435914649628,8,3175.592,136.914359146496,222.290795727516
8,99,46,33.805618903134,16.1122793424875,28.7388776196167,11,19,1,14,3,18,8.93180776084773,3,2244.816,113,236.48335754807
13,108,33,18.9103755168617,21.0435348236933,22.2755534783937,18,11,1,15,3,14,2.65243190363981,5,2375.16,115.65243190364,212.248618300503
13,44,28,12.0433473470621,29.1578063275665,31.8975829519331,18,12,2,14,2,11,6.15944022987969,5,504,55.1594402298797,120.225306456208
2,126,22,32.7132301963866,21.1533265095204,12.2367093875073,15,18,2,14,1,17,7.24392045778222,13,3455.592,155,236.638188203187
3,80,22,24.9646187783219,30.573858669959,19.4181746873073,13,19,1,15,1,17,3.86626973957755,10,2220,106,180.370704319966
13,116,37,31.1720437230542,25.8715064194985,18.580896880012,16,5,3,14,2,11,5.97495786380023,3,2559.592,124.9749578638,227.12653228104
13,85,28,20.9220903646201,19.5910500152968,12.9726769193076,9,15,1,14,3,13,6.68432663963176,0,1572.816,91.6843266396318,170.84961560646
7,103,54,19.6421364508569,16.7218584404327,30.628112682607,12,19,2,14,3,12,3.12163808196783,5,2452.408,120,259.891793033473
2,121,36,29.9177394318394,34.0756170963868,35.8827462000772,15,10,3,15,5,18,7.54944109264761,13,3425.16,142,261.464491965352
7,121,48,16.5319359279238,31.9243313302286,23.8763680914417,20,9,2,15,2,13,8.70429974398576,13,3210,142.704299743986,273.117099489681
7,42,26,34.4408791465685,29.6342852036469,25.8660991629586,14,19,1,15,2,12,2.76226221676916,7,797.58,61,131.572698931879
9,63,16,36.9983393955044,27.7321977354586,19.4480273732916,13,19,2,14,2,12,2.05208481661975,4,1260,77,129.56326614052
15,54,32,17.0606896467507,11.8804846913554,26.0877141053788,13,8,2,15,2,11,2.25630780402571,0,720,56.2563078040257,138.633741941611
8,114,28,24.8260571667925,11.8573917029426,31.5223137824796,9,7,1,14,2,14,5.34148312802427,1,2704.408,120.341483128024,219.004446261577
9,80,33,37.3205857072026,31.5307075320743,25.6447920738719,11,5,3,15,4,20,7.69853070843965,2,1817.58,89.6985307084396,187.553833349161
15,45,48,14.7041710815392,16.6576195205562,25.3266118094325,8,6,2,14,3,17,2.8475876559969,0,380.408,47.8475876559969,156.521088713507
8,115,39,15.4939175606705,23.3111232682131,31.8854190502316,14,7,3,14,4,15,2.86671309405938,6,2732.408,123.866713094059,242.239185509144
11,114,48,30.5935748340562,17.3592739086598,32.8821604838595,6,8,3,14,2,18,5.05777459894307,0,2615.592,119.057774598943,251.596010776174
12,41,38,33.9349959464744,35.2938335225917,27.5213165045716,13,8,3,15,4,16,4.33837254159153,1,467.58,46.3383725415915,141.990567208641
12,95,46,24.7921429527923,31.0298657114618,14.28808120545,8,11,3,14,4,17,4.83661942137405,0,1948.408,99.8366194213741,221.666486577265
11,121,49,25.2539618662558,25.3443426499143,28.8374616322108,13,12,2,15,4,13,3.15515874745324,2,2885.16,126.155158747453,265.239185509144
13,100,24,12.3676356859505,14.9180373875424,33.138118472416,8,9,3,15,2,16,3.95902650547214,0,2262.42,103.959026505472,184.370704319966
7,36,35,23.0897013191134,26.925269968342,13.5369644733146,9,7,3,15,2,16,3.06156647996977,2,702.42,41.0615664799698,142.164263446476
4,92,49,10.4187750048004,33.697510024067,31.7425923212431,11,8,2,14,1,16,5.99665748304687,7,2391.592,104.996657483047,243.718096795637
7,107,56,35.7261399785057,10.6328168977052,13.6723589827307,20,19,3,15,5,12,2.10732154618017,13,2705.16,132,271.830750023741
11,122,55,27.7293615788221,11.553182171192,28.1060744472779,16,9,1,14,3,12,6.8924551482778,5,2720.816,133.892455148278,275.473924756711
8,48,35,18.5589176649228,18.4532305481844,11.1545156454667,17,18,2,14,5,19,2.76616479782388,9,777.224,67,151.511655922148
2,34,55,12.223333560396,25.4732998367399,18.7007258809172,8,9,3,15,4,20,6.81513973558322,6,857.58,47,192.042177427013
1,42,53,34.964160642121,14.2477592360228,16.7923152795993,17,20,1,14,4,20,2.02071226784028,16,1001.224,77,197.389569902684
7,48,54,36.0678948764689,24.8985201655887,39.6615119418129,8,18,1,14,2,18,7.22989640268497,1,912.408,60,191.981134417282
10,127,30,16.3608622760512,37.8513245051727,29.9117931700312,11,18,3,14,1,18,4.15031174989417,1,3075.184,136,234.117099489681
4,104,32,30.2209601714276,34.3018643604591,31.3158470066264,8,16,1,14,4,11,5.46290341066197,4,2569.224,120,224.534967766443
1,103,21,13.4244757844135,16.6769911814481,38.6223301035352,19,16,2,14,5,14,3.33638313226402,18,2709.224,136,208.708664004278
8,98,34,31.4477477991022,15.4466779157519,30.2153916470706,8,9,1,14,1,14,3.17551167053171,0,2296,101.175511670532,211.248618300503
3,36,42,23.3645345363766,30.6402563070878,18.5259448573925,11,17,2,15,3,19,2.55651651485823,8,857.58,58,166.042177427013
13,40,33,24.8506014887244,10.5819341214374,26.3414863310754,18,5,3,15,5,11,2.83326007565483,5,335.16,47.8332600756548,128.28634946594
3,130,44,23.0587727949023,24.3100175936706,20.0923051335849,18,9,3,15,2,16,5.19823950855061,15,3762.42,151,286.107666698322
7,92,22,29.6810146281496,22.1295840316452,19.1514080460183,5,9,1,14,1,20,7.16525801154785,0,2184,99.1652580115478,182.309661310235
1,53,53,22.5465995701961,14.8367283865809,18.8159064180218,18,17,3,14,1,19,2.69079774525017,17,1507.184,86,210.971701625923
9,35,39,13.4788560424931,19.616949041374,27.7426990377717,10,18,3,14,1,16,2.37751280446537,1,555.184,45,140.990567208641
5,35,32,19.0270743379369,38.4357465710491,22.5928147998638,15,8,1,14,4,17,8.09156325692311,10,581.224,53.0915632569231,136.868481189178
2,121,21,28.3156658080406,33.9676337921992,17.2201276593842,20,7,3,14,3,17,8.92847656831145,18,3276,147.928476568311,228.464491965352
6,61,38,17.1390686556697,36.5279617835768,37.637136571575,8,17,1,15,3,16,8.24637400079519,2,1385.16,74,181.502223130788
7,76,22,21.3973375898786,14.8572249058634,19.1235250444151,8,17,2,14,2,17,3.32037945720367,1,1736,87,162.553833349161
8,96,34,39.9690576735884,11.4183031348512,19.8285755421966,10,6,3,15,3,15,4.45404465589672,2,2400,102.454044655897,211.779139805369
12,94,53,39.8502711090259,27.1949068387039,29.8243825137615,20,18,3,14,5,19,3.11769189196639,8,1880.816,108,234.431747329698
1,85,35,13.7382880784571,27.9748565424234,35.0458966102451,5,11,3,14,2,12,6.72667358350009,4,2363.592,99,214.48335754807
2,104,37,14.3931300193071,29.4387478358112,36.2304610013962,7,5,1,14,4,17,5.38088179612532,5,2681.224,114.380881796125,239.473924756711
13,37,39,20.4017273010686,10.0721791596152,29.2377464729361,10,16,1,15,1,17,7.12149479798973,0,330,44.1214947979897,136.582131723238
2,41,49,32.7790641156025,31.4518902124837,29.4808697910048,7,6,1,14,3,18,7.1968441947829,5,956.816,53.1968441947829,185.685352159983
5,62,54,34.8933468945324,13.7256472185254,34.0951971942559,6,5,3,15,4,19,6.73329732078128,1,1517.58,69.7332973207813,217.20644087349
8,65,32,25.631742826663,23.6065262486227,20.0092221237719,16,15,1,14,2,17,6.77464118227363,8,1332.408,80,166.502223130788
8,121,40,22.6741588930599,23.7099561537616,24.1434406302869,19,15,3,14,3,16,8.18813881999813,11,2940,140.188138819998,251.647620994547
15,56,46,29.5761442021467,18.8494588132016,29.5581558556296,6,16,2,15,5,15,2.32822839869186,0,652.74,58.3282283986919,169.103220436745
3,106,56,13.8348035840318,28.6764961364679,35.4449049080722,12,9,3,15,4,16,4.74797391472384,9,2957.58,121,280.473924756711
1,94,23,39.3511624564417,22.0232082228176,26.187895918265,13,15,2,15,4,13,4.45477305096574,12,2675.16,120,204.596010776174
4,97,45,39.6273881662637,29.9991254904307,29.6009470149875,10,20,3,14,1,17,6.81591819040477,6,2571.184,119,241.891793033473
9,64,41,10.707914007362,25.3565654344857,18.9826617133804,10,20,1,15,2,14,2.59236121596768,1,1337.58,76,183.798005388087
2,46,55,22.0864590979181,26.3901588204317,27.0298864785582,5,18,3,15,1,20,8.62106562405825,3,1344.84,65,206.859048397819
15,50,54,38.9284412655979,23.6412918264978,20.4484542598948,20,13,1,14,3,16,7.96277689235285,5,480.816,62.9627768923528,174.694784951342
15,58,38,19.9282332905568,17.6389915542677,10.409259092994,8,16,2,15,3,14,8.14524933206849,0,797.58,66.1452493320685,155.572698931879
8,81,44,23.5703610535711,39.0875549474731,38.4546889457852,5,5,3,14,2,13,7.07974010426551,0,1859.592,88.0797401042655,210.258051091862
14,97,44,36.2162517406978,19.7538146586157,23.0775506119244,17,17,3,14,2,19,4.10477912658826,3,1971.592,104.104779126588,215.197008082131
